thisRow.t,notes,WelcomeScreen.started,text_2.started,text_2.stopped,WelcomeScreen.stopped,Instruction.started,text_5.started,key_resp_space.started,Instruction.stopped,key_resp_space.keys,key_resp_space.rt,key_resp_space.duration,Blank.started,text_6.started,text_6.stopped,Blank.stopped,Q1.started,text.started,text.stopped,Q1.stopped,Answer01.started,text_3.started,key_resp_answer01.started,Answer01.stopped,key_resp_answer01.keys,key_resp_answer01.rt,key_resp_answer01.duration,Q2.started,text_7.started,text_7.stopped,Q2.stopped,Answer02.started,text_8.started,key_resp_answer02.started,Answer02.stopped,key_resp_answer02.keys,key_resp_answer02.rt,key_resp_answer02.duration,Goodbye.started,text_4.started,text_4.stopped,Goodbye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.004982708000170533,0.008386540997889824,1.0010524159988563,0.997275499998068,0.9972987080000166,1.0010524159988563,1.0010524159988563,4.984455290999904,space,3.95043154099767,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067098,001,2023-12-28_00h44.34.107,Exercise_for_hcy,2023.2.3,None,2023-12-28 00h44.39.473179 +0800,
,,,,,,,,,,,,,4.9844862909994845,4.987871874996927,5.4860450829983165,5.481193749998056,5.481226500000048,5.4860450829983165,8.48546012499719,8.480859415998566,8.480881124996813,8.48546012499719,8.48546012499719,11.06875987499734,y,2.58089658300014,None,,,,,,,,,,,,,,,,067098,001,2023-12-28_00h44.34.107,Exercise_for_hcy,2023.2.3,None,2023-12-28 00h44.39.473179 +0800,
,,,,,,,,,,,,,11.068798457999947,11.080302207999921,11.567984290999448,11.563968540998758,,,,,,,,,,,,11.564013499999419,11.567984290999448,14.569920750000165,14.564781915996718,14.564800457999809,14.569920750000165,14.569920750000165,15.551294374999998,n,0.9803913750001811,None,,,,,067098,001,2023-12-28_00h44.34.107,Exercise_for_hcy,2023.2.3,None,2023-12-28 00h44.39.473179 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.551335290998395,15.563615915998525,18.550038374996802,18.547678790997452,,,,,,,,
