thisRow.t,notes,WelcomeScreen.started,text_2.started,WelcomeScreen.stopped,Q1.started,text.started,text.stopped,Q1.stopped,Answer01.started,text_3.started,key_resp.started,text_3.stopped,Answer01.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Goodbye.started,text_4.started,text_4.stopped,Goodbye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.005221999999776017,0.008541332997992868,1.003114082999673,1.0031256660004146,1.006618957999308,3.0030448750003416,2.990141082998889,2.990157290998468,3.0030448750003416,3.0030448750003416,3.9890014579978015,6.81279608299883,y,3.7701030830030504,None,,,,,731974,001,2023-12-28_00h21.53.110,Exercise_for_hcy,2023.2.3,None,2023-12-28 00h21.58.486217 +0800,
,,,,,,,,,,,,,,,,,6.8128376659988135,6.816924082999321,9.805394957998942,9.803441166000994,,,,,,,,
