thisRow.t,notes,WelcomeScreen.started,text_2.started,text_2.stopped,WelcomeScreen.stopped,Q1.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.00619541699779802,0.01095958399673691,1.0070211249985732,0.9969137089974538,0.9969320419986616,1.0070211249985732,,,,,,,,
