thisRow.t,notes,WelcomeScreen.started,text_2.started,WelcomeScreen.stopped,Instruction.started,text_5.started,key_resp_space.started,Instruction.stopped,key_resp_space.keys,key_resp_space.rt,key_resp_space.duration,Blank.started,text_6.started,text_6.stopped,Blank.stopped,Q1.started,text.started,text.stopped,Q1.stopped,Answer01.started,text_3.started,key_resp_answer01.started,Answer01.stopped,key_resp_answer01.keys,key_resp_answer01.rt,key_resp_answer01.duration,Q2.started,text_7.started,text_7.stopped,Q2.stopped,Answer02.started,text_8.started,key_resp_answer02.started,Answer02.stopped,key_resp_answer02.keys,key_resp_answer02.rt,key_resp_answer02.duration,Goodbye.started,text_4.started,text_4.stopped,Goodbye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.006963167001231341,0.02092679199995473,1.0050930830002471,1.005107124998176,1.0100058749994787,1.0100058749994787,3.5146792080013256,space,2.473501791999297,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283086,001,2023-12-28_00h46.40.830,Exercise_for_hcy,2023.2.3,None,2023-12-28 00h46.47.002851 +0800,
,,,,,,,,,,,,3.514717041998665,3.5185122080001747,4.007901417000539,4.005164624999452,4.0051754169980995,4.007901417000539,7.0049456669985375,6.992357874998561,6.9923714169999585,7.009725374999107,7.009725374999107,9.272293124999123,n,2.2503226670014556,None,,,,,,,,,,,,,,,,283086,001,2023-12-28_00h46.40.830,Exercise_for_hcy,2023.2.3,None,2023-12-28 00h46.47.002851 +0800,
,,,,,,,,,,,,9.272326041998895,9.280007792000106,9.775596791998396,9.77207366699804,,,,,,,,,,,,9.77208979200077,9.775596791998396,12.771676666998246,12.759841832998063,12.75985779199982,12.771676666998246,12.771676666998246,13.689258375001373,y,0.90990279199832,None,,,,,283086,001,2023-12-28_00h46.40.830,Exercise_for_hcy,2023.2.3,None,2023-12-28 00h46.47.002851 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.689303374998417,13.697540207998827,16.69167925000147,16.68920525000067,,,,,,,,
