thisRow.t,notes,WelcomeScreen.started,text_welcome.started,WelcomeScreen.stopped,Instruction.started,text_Instruction.started,key_resp_space.started,Instruction.stopped,key_resp_space.keys,key_resp_space.rt,key_resp_space.duration,Blank.started,text_blank.started,text_blank.stopped,Blank.stopped,Q1.started,text_Q1.started,text_Q1.stopped,Q1.stopped,Answer01.started,text_Answer01.started,key_resp_answer01.started,Answer01.stopped,key_resp_answer01.keys,key_resp_answer01.rt,key_resp_answer01.duration,Q2.started,text_Q2.started,text_Q2.stopped,Q2.stopped,Answer02.started,text_answer02.started,key_resp_answer02.started,Answer02.stopped,key_resp_answer02.keys,key_resp_answer02.rt,key_resp_answer02.duration,Goodbye.started,text_goodbye.started,text_goodbye.stopped,Goodbye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.006450916000176221,0.01707199999509612,2.0096113330000662,2.0096223750006175,2.013162499999453,2.013162499999453,5.18265275000158,space,3.1321215409989236,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957948,001,2023-12-29_12h24.24.471,Exercise_for_hcy,2023.2.3,None,2023-12-29 12h24.30.712021 +0800,
,,,,,,,,,,,,5.182689207998919,5.186643415996514,5.679334499996912,5.676396165996266,5.6764066249961616,5.679334499996912,8.676258082996355,8.663072540999565,8.663087374996394,8.681004250000115,8.681004250000115,9.510363249995862,a,0.8173860419992707,None,,,,,,,,,,,,,,,,957948,001,2023-12-29_12h24.24.471,Exercise_for_hcy,2023.2.3,None,2023-12-29 12h24.30.712021 +0800,
,,,,,,,,,,,,9.510400166000181,9.517935165997187,10.013979791001475,10.009865166000964,,,,,,,,,,,,10.009880290999718,10.013979791001475,13.014109040996118,13.010246082994854,13.010258290996717,13.014109040996118,13.014109040996118,13.477589832997182,l,0.45657770899561,None,,,,,957948,001,2023-12-29_12h24.24.471,Exercise_for_hcy,2023.2.3,None,2023-12-29 12h24.30.712021 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.477633665999747,13.486018874995352,16.479570832998434,16.47715524999512,,,,,,,,
