thisRow.t,notes,WelcomeScreen.started,text_2.started,WelcomeScreen.stopped,Instruction.started,text_5.started,key_resp_space.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.004823499999474734,0.02062416699845926,1.004685125000833,1.004703332997451,1.0081945419988187,1.0081945419988187,,,,,,,,
